title	author	avg_rating	ratings	img	url
The Martian	Andy Weir	4.39	377607	1422629833s/24763181	24763181-the-martian
A marsi	Andy Weir	4.39	377607	1408056378s/22917699	22917699-a-marsi
The Guernsey Literary and Potato Peel Pie Society	Mary Ann Shaffer	4.11	377484	1320553359s/4666058	4666058-the-guernsey-literary-and-potato-peel-pie-society
Ein ganzes halbes Jahr	Jojo Moyes	4.31	377409	1353521497s/16163526	16163526-ein-ganzes-halbes-jahr
Me Before You	Jojo Moyes	4.31	377408	1387003413s/17347634	17347634-me-before-you
Me Before You (Me Before You, #1)	Jojo Moyes	4.31	377408	1359617637s/12649718	12649718-me-before-you
Angela's Ashes	Frank McCourt	4.06	376449	1429154145s/77344	77344.Angela_s_Ashes
Angela's Ashes (Frank McCourt, #1)	Frank McCourt	4.06	376449	1348317139s/252577	252577.Angela_s_Ashes
The Selection (The Selection, #1)	Kiera Cass	4.16	372114	1355910424s/15818308	15818308-the-selection
The Other Boleyn Girl (The Tudor Court, #2)	Philippa Gregory	4.03	370959	1355932638s/37470	37470.The_Other_Boleyn_Girl
The Other Boleyn Girl	Philippa Gregory	4.03	370959	1338169799s/31092	31092.The_Other_Boleyn_Girl
In Cold Blood	Truman Capote	4.04	370233	1424931136s/168642	168642.In_Cold_Blood
The Color Purple	Alice Walker	4.15	370036	1386925078s/11486	11486.The_Color_Purple
The Shack	Wm. Paul Young	3.7	369206	1344270232s/1812457	1812457.The_Shack
ÃËœÃÂ½Ã‘â€šÃÂµÃ‘â‚¬ÃÂ²Ã‘Å’Ã‘Å½ Ã‘Â ÃÂ²ÃÂ°ÃÂ¼ÃÂ¿ÃÂ¸Ã‘â‚¬ÃÂ¾ÃÂ¼ (The Vampire Chronicles, #1)	Anne Rice	3.97	368757	1363871791s/17665976	17665976
Interview with the Vampire (The Vampire Chronicles, #1)	Anne Rice	3.97	368756	1380631642s/43763	43763.Interview_with_the_Vampire
ÃÂ©ÃÂµÃÂ³ÃÂ¾ÃÂ»	Donna Tartt	3.86	364960	1413634218s/21920615	21920615
Steglitsan	Donna Tartt	3.86	364960	1403538665s/22570529	22570529-steglitsan
The Goldfinch	Donna Tartt	3.86	364960	1364090145s/17333794	17333794-the-goldfinch
The Chronicles of Narnia (Chronicles of Narnia, #1-7)	C.S. Lewis	4.23	362776	1449868701s/11127	11127.The_Chronicles_of_Narnia
Fallen (Fallen, #1)	Lauren Kate	3.74	362079	1440619649s/6487308	6487308-fallen
Moby Dick: or, the White Whale	Herman Melville	3.44	361387	1401316091s/11047925	11047925-moby-dick
Moby Dick	Herman Melville	3.44	361387	1347431362s/8649502	8649502-moby-dick
Moby-Dick; or, The Whale	Herman Melville	3.44	361387	1327940656s/153747	153747.Moby_Dick_or_The_Whale
One for the Money (Stephanie Plum, #1)	Janet Evanovich	4.02	358508	1316730230s/6853	6853.One_for_the_Money
Siddhartha	Hermann Hesse	3.97	357727	1428715580s/52036	52036.Siddhartha
Siddharta	Hermann Hesse	3.97	357727	1344880158s/444555	444555.Siddharta
Siddartha	Hermann Hesse	3.97	357727	1328714908s/7961831	7961831-siddartha
A Dance with Dragons (A Song of Ice and Fire, #5)	George R.R. Martin	4.29	356765	1327885335s/10664113	10664113-a-dance-with-dragons
The Lost Symbol (Robert Langdon, #3)	Dan Brown	3.63	356304	1358274396s/6411961	6411961-the-lost-symbol
Watchmen	Alan Moore	4.33	355246	1442239711s/472331	472331.Watchmen
E NÃƒÂ£o Sobrou Nenhum	Agatha Christie	4.21	354865	1405625216s/22737998	22737998-e-n-o-sobrou-nenhum
Diez negritos	Agatha Christie	4.21	354865	1397686927s/21939333	21939333-diez-negritos
And Then There Were None	Agatha Christie	4.21	354865	1391120695s/16299	16299.And_Then_There_Were_None
Artemis Fowl (Artemis Fowl, #1)	Eoin Colfer	3.81	353042	1327945104s/249747	249747.Artemis_Fowl
Alice's Adventures in Wonderland & Through the Looking-Glass	Lewis Carroll	4.06	348397	1327872220s/24213	24213.Alice_s_Adventures_in_Wonderland_Through_the_Looking_Glass
Bared to You (Crossfire, #1)	Sylvia Day	4.2	344603	1433411511s/20448515	20448515-bared-to-you
Alice in Wonderland (Alice's Adventures in Wonderland, #1)	Lewis Carroll	4.01	344170	1391458382s/13023	13023.Alice_in_Wonderland
Alice's Adventures in Wonderland (Alice's Adventures in Wonderland, #1)	Lewis Carroll	4.01	344170	1389658664s/7929931	7929931-alice-s-adventures-in-wonderland
Liisa Ihmemaassa	Lewis Carroll	4.01	344170	1336390693s/13637616	13637616-liisa-ihmemaassa
Persuasion	Jane Austen	4.13	343882	1356122009s/14841868	14841868-persuasion
El club de la pelea	Chuck Palahniuk	4.19	340859	1389139808s/20487769	20487769-el-club-de-la-pelea
Fight Club	Chuck Palahniuk	4.19	340859	1388817211s/357499	357499.Fight_Club
O Nome do Vento (A CrÃƒÂ´nica do Matador do Rei, #1)	Patrick Rothfuss	4.55	338598	1427160065s/8480575	8480575-o-nome-do-vento
El nombre del viento (CrÃƒÂ³nica del asesino de reyes, #1)	Patrick Rothfuss	4.55	338598	1419003669s/6483211	6483211-el-nombre-del-viento
RÃƒÂ¼zgarÃ„Â±n AdÃ„Â± (Kralkatili GÃƒÂ¼ncesi, #1)	Patrick Rothfuss	4.55	338598	1408061087s/18005673	18005673-r-zgar-n-ad
The Name of the Wind (The Kingkiller Chronicle, #1)	Patrick Rothfuss	4.55	338598	1364083048s/2913377	2913377-the-name-of-the-wind
JmÃƒÂ©no vÃ„â€ºtru (Kronika KrÃƒÂ¡lovraha, #1)	Patrick Rothfuss	4.55	338598	1357244476s/17206409	17206409-jm-no-v-tru
Marked (House of Night, #1)	P.C. Cast	3.78	336129	1317067002s/30183	30183.Marked
The Metamorphosis	Franz Kafka	3.76	335949	1174617880s/424056	424056.The_Metamorphosis
Shiver (The Wolves of Mercy Falls, #1)	Maggie Stiefvater	3.78	335624	1409283154s/6068551	6068551-shiver
Atonement	Ian McEwan	3.86	332686	1320449708s/6867	6867.Atonement
Marley and Me: Life and Love With the World's Worst Dog	John Grogan	4.1	330853	1308858322s/12691	12691.Marley_and_Me
The Silence of the Lambs  (Hannibal Lecter, #2)	Thomas Harris	4.11	330324	1363454423s/17619566	17619566-the-silence-of-the-lambs
All the Light We Cannot See	Anthony Doerr	4.31	329160	1451445646s/18143977	18143977-all-the-light-we-cannot-see
Wild: From Lost to Found on the Pacific Crest Trail	Cheryl Strayed	3.94	328010	1453189881s/12262741	12262741-wild
Wild	Cheryl Strayed	3.94	328010	1420485269s/24309770	24309770-wild
Speak	Laurie Halse Anderson	3.98	327341	1310121762s/439288	439288.Speak
Cinder (The Lunar Chronicles, #1)	Marissa Meyer	4.14	325489	1388186881s/11235712	11235712-cinder
The Immortal Life of Henrietta Lacks	Rebecca Skloot	4.02	324630	1327878144s/6493208	6493208-the-immortal-life-of-henrietta-lacks
Outliers: The Story of Success	Malcolm Gladwell	4.09	321647	1344266315s/3228917	3228917-outliers
Carrie	Stephen King	3.9	318958	1166254258s/10592	10592.Carrie
City of Fallen Angels (The Mortal Instruments, #4)	Cassandra Clare	4.16	317961	1329228483s/11100298	11100298-city-of-fallen-angels
A Midsummer Night's Dream	William Shakespeare	3.94	316262	1327874534s/1622	1622.A_Midsummer_Night_s_Dream
Bridge to Terabithia	Katherine Paterson	3.96	315658	1429391018s/164539	164539.Bridge_to_Terabithia
Sarah's Key	Tatiana de Rosnay	4.13	314337	1438863728s/556602	556602.Sarah_s_Key
Ella Enchanted	Gail Carson Levine	3.96	313133	1410727190s/24337	24337.Ella_Enchanted
Number the Stars	Lois Lowry	4.09	312059	1370917812s/47281	47281.Number_the_Stars
Delirium (Delirium, #1)	Lauren Oliver	4.01	309778	1327890411s/11614718	11614718-delirium
The Art of Racing in the Rain	Garth Stein	4.18	309239	1377206302s/3153910	3153910-the-art-of-racing-in-the-rain
The Nanny Diaries (Nanny, #1)	Emma McLaughlin	3.38	309072	1390018191s/228333	228333.The_Nanny_Diaries
The Devil in the White City: Murder, Magic, and Madness at the Fair that Changed America	Erik Larson	3.97	304571	1312066724s/21996	21996.The_Devil_in_the_White_City
The Bourne Identity (Jason Bourne, #1)	Robert Ludlum	3.95	302882	1335860740s/7869	7869.The_Bourne_Identity
A Child Called "It" (Dave Pelzer #1)	Dave Pelzer	4.08	301067	1438400434s/60748	60748.A_Child_Called_It_
East of Eden	John Steinbeck	4.33	300412	1441547516s/4406	4406.East_of_Eden
Misery	Stephen King	4.07	299275	1388382110s/1479366	1479366.Misery
Blink: The Power of Thinking Without Thinking	Malcolm Gladwell	3.86	299242	1440763417s/40102	40102.Blink
The Cat in the Hat	Dr. Seuss	4.14	298614	1327882555s/233093	233093.The_Cat_in_the_Hat
Labirent: Alev Deneyleri (Maze Runner, #2)	James Dashner	3.95	295814	1399478259s/22041701	22041701-labirent
The Scorch Trials (Maze Runner, #2)	James Dashner	3.95	295814	1388240248s/7631105	7631105-the-scorch-trials
Prova de Fogo (The Maze Runner, #2)	James Dashner	3.95	295814	1376399566s/18323404	18323404-prova-de-fogo
World War Z: An Oral History of the Zombie War	Max Brooks	4	295484	1386328204s/8908	8908.World_War_Z
Coraline	Neil Gaiman	4.01	294694	1443798739s/17061	17061.Coraline
Dark Places	Gillian Flynn	3.91	293706	1387196045s/8427679	8427679-dark-places
Dark Places	Gillian Flynn	3.91	293704	1374635172s/18226389	18226389-dark-places
The Gunslinger (The Dark Tower, #1)	Stephen King	4	293266	1375776480s/43615	43615.The_Gunslinger
SilahÃ…Å¸or (Kara Kule, #1)	Stephen King	4	293266	1359640968s/12414976	12414976-silah-or
Love in the Time of Cholera	Gabriel GarcÃƒÂ­Ã‚Â­a MÃƒÂ¡rquez	3.88	292209	1327124987s/9712	9712.Love_in_the_Time_of_Cholera
The Client	John Grisham	3.95	291227	1388632222s/5359	5359.The_Client
The Voyage of the Dawn Treader (Chronicles of Narnia, #3)	C.S. Lewis	4.08	291194	1343185059s/140225	140225.The_Voyage_of_the_Dawn_Treader
An Abundance of Katherines	John Green	3.67	289408	1360206426s/49750	49750.An_Abundance_of_Katherines
Twilight: The Complete Illustrated Movie Companion	Mark Cotta Vaz	4.23	288784	1352539022s/3609760	3609760-twilight
Rebecca	Daphne du Maurier	4.19	285469	1327871977s/12873	12873.Rebecca
Running with Scissors	Augusten Burroughs	3.68	281924	1438898196s/242006	242006.Running_with_Scissors
Extremely Loud and Incredibly Close	Jonathan Safran Foer	3.96	281869	1327879967s/4588	4588.Extremely_Loud_and_Incredibly_Close
A Tree Grows in Brooklyn	Betty  Smith	4.23	280827	1327883484s/14891	14891.A_Tree_Grows_in_Brooklyn
Flowers for Algernon	Daniel Keyes	4.03	279322	1367141311s/18373	18373.Flowers_for_Algernon
City of Lost Souls (The Mortal Instruments, #5)	Cassandra Clare	4.31	278892	1340538048s/15719929	15719929-city-of-lost-souls
Inkheart (Inkworld, #1)	Cornelia Funke	3.85	278013	1328866790s/28194	28194.Inkheart
Tintenherz (1-4)	Cornelia Funke	3.85	278013	1185380563s/1574439	1574439.Tintenherz
Never Let Me Go	Kazuo Ishiguro	3.79	277935	1320514859s/9018087	9018087-never-let-me-go
Into Thin Air: A Personal Account of the Mount Everest Disaster	Jon Krakauer	4.09	277527	1446286672s/1898	1898.Into_Thin_Air
Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch	Terry Pratchett	4.26	276960	1392528568s/12067	12067.Good_Omens
Buenos presagios	Terry Pratchett	4.26	276960	1244146399s/6522693	6522693-buenos-presagios
The Shadow of the Wind (The Cemetery of Forgotten Books,  #1)	Carlos Ruiz ZafÃƒÂ³n	4.23	276250	1344545047s/1232	1232.The_Shadow_of_the_Wind
Watership Down	Richard Adams	4.04	275733	1405136931s/76620	76620.Watership_Down
Ready Player One	Ernest Cline	4.31	275724	1333576872s/12600138	12600138-ready-player-one
Treasure Island	Robert Louis Stevenson	3.81	274337	1388607993s/295	295.Treasure_Island
Along Came a Spider (Alex Cross, #1)	James Patterson	4.06	274294	1388272560s/13145	13145.Along_Came_a_Spider
Along Came a Spider	James Patterson	4.06	274294	1346254046s/71632	71632.Along_Came_a_Spider
The Graveyard Book	Neil Gaiman	4.1	273786	1377007460s/3487420	3487420-the-graveyard-book
The Son of Neptune (The Heroes of Olympus, #2)	Rick Riordan	4.45	272315	1440472765s/9520360	9520360-the-son-of-neptune
Inferno (Robert Langdon, #4)	Dan Brown	3.76	270063	1384705734s/17824840	17824840-inferno
Ã˜Â§Ã™â€žÃ˜Â¬Ã˜Â­Ã™Å Ã™â€¦ (Robert Langdon, #4)	Dan Brown	3.76	270063	1378210315s/18454137	18454137
The Sun Also Rises	Ernest Hemingway	3.83	269644	1331828228s/3876	3876.The_Sun_Also_Rises
A Light in the Attic	Shel Silverstein	4.34	267187	1427169918s/30118	30118.A_Light_in_the_Attic
Sharp Objects	Gillian Flynn	3.91	267027	1370630413s/18045891	18045891-sharp-objects
The Magician's Nephew (Chronicles of Narnia, #6)	C.S. Lewis	4	266653	1308814770s/65605	65605.The_Magician_s_Nephew
Like Water for Chocolate	Laura Esquivel	3.93	266244	1430241812s/6952	6952.Like_Water_for_Chocolate
The Ocean at the End of the Lane	Neil Gaiman	3.98	265032	1454073977s/16078215	16078215-the-ocean-at-the-end-of-the-lane
O Oceano no Fim do Caminho	Neil Gaiman	3.98	265032	1419969146s/20733980	20733980-o-oceano-no-fim-do-caminho
Atlas Shrugged	Ayn Rand	3.67	264357	1405868167s/662	662.Atlas_Shrugged
Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time	Greg Mortenson	3.63	263595	1395407074s/49436	49436.Three_Cups_of_Tea
The Very Hungry Caterpillar	Eric Carle	4.28	263494	1327878225s/4948	4948.The_Very_Hungry_Caterpillar
Snow Flower and the Secret Fan	Lisa See	4.04	262893	1327880508s/1103	1103.Snow_Flower_and_the_Secret_Fan
Heart of Darkness	Joseph Conrad	3.4	262646	1392799983s/4900	4900.Heart_of_Darkness
Heart of Darkness: A Norton Critical Edition	Joseph Conrad	3.4	262646	1286574193s/297841	297841.Heart_of_Darkness
El canto del cuco (Cormoran Strike, #1)	Robert Galbraith	3.81	262007	1380320092s/18586066	18586066-el-canto-del-cuco
Koekoeksjong (Cormoran Strike #1)	Robert Galbraith	3.81	262007	1374682768s/18241209	18241209-koekoeksjong
The Cuckoo's Calling (Cormoran Strike, #1)	Robert Galbraith	3.81	262007	1372253313s/17684327	17684327-the-cuckoo-s-calling
Graceling (Graceling Realm, #1)	Kristin Cashore	4.1	261608	1331548394s/3236307	3236307-graceling
Legend (Legend, #1)	Marie Lu	4.2	261217	1386781154s/15753977	15753977-legend
Fangirl	Rainbow Rowell	4.16	261178	1418629521s/23395098	23395098-fangirl
The Boy in the Striped Pajamas	John Boyne	4.08	259862	1366228171s/39999	39999.The_Boy_in_the_Striped_Pajamas
Wonder	R.J. Palacio	4.42	259852	1366213431s/11387515	11387515-wonder
La lecciÃƒÂ³n de August	R.J. Palacio	4.42	259852	1347035932s/15995136	15995136-la-lecci-n-de-august
Kiss the Girls (Alex Cross, #2)	James Patterson	3.91	259772	1390010470s/13148	13148.Kiss_the_Girls
Under the Tuscan Sun	Frances Mayes	3.7	258941	1320524083s/480479	480479.Under_the_Tuscan_Sun
The Time Machine	H.G. Wells	3.85	258634	1327942880s/2493	2493.The_Time_Machine
Clockwork Prince (The Infernal Devices, #2)	Cassandra Clare	4.48	257710	1362302641s/10050463	10050463-clockwork-prince
The Pelican Brief	John Grisham	3.92	257692	1389486877s/32499	32499.The_Pelican_Brief
Foundation (Foundation, #1)	Isaac Asimov	4.09	257077	1417900846s/29579	29579.Foundation
Pet Sematary	Stephen King	3.88	255755	1308894674s/10583	10583.Pet_Sematary
Where the Red Fern Grows	Wilson Rawls	4.03	255601	1320521459s/526787	526787.Where_the_Red_Fern_Grows
James and the Giant Peach	Roald Dahl	3.97	252825	1411921909s/109137	109137.James_and_the_Giant_Peach
Is Everyone Hanging Out Without Me?	Mindy Kaling	3.84	252140	1443264638s/10335308	10335308-is-everyone-hanging-out-without-me
P.S. I Love You	Cecelia Ahern	4	251935	1392344536s/366522	366522.P_S_I_Love_You
Can You Keep a Secret?	Sophie Kinsella	3.82	251358	1330464293s/33724	33724.Can_You_Keep_a_Secret_
Sag's nicht weiter, Liebling	Sophie Kinsella	3.82	251358	1329514897s/1117363	1117363.Sag_s_nicht_weiter_Liebling
The Husband's Secret	Liane Moriarty	3.9	250702	1460577225s/17802724	17802724-the-husband-s-secret
The Lucky One	Nicholas Sparks	4.09	249517	1420816338s/3063499	3063499-the-lucky-one
On the Road	Jack Kerouac	3.65	249347	1413588576s/70401	70401.On_the_Road
The Hunt for Red October (Jack Ryan Universe, #4)	Tom Clancy	3.97	248924	1281995542s/19691	19691.The_Hunt_for_Red_October
The Bad Beginning (A Series of Unfortunate Events, #1)	Lemony Snicket	3.86	248346	1436737029s/78411	78411.The_Bad_Beginning
Frostbite (Vampire Academy, #2)	Richelle Mead	4.3	248189	1361098960s/2282133	2282133.Frostbite
Neverwhere	Neil Gaiman	4.17	248061	1348747943s/14497	14497.Neverwhere
The Wonderful Wizard of Oz (Oz, #1)	L. Frank Baum	3.97	247437	1398003737s/236093	236093.The_Wonderful_Wizard_of_Oz
Eldest (Inheritance, #2)	Christopher Paolini	3.94	247284	1388188308s/2378312	2378312.Eldest
Eldest (The Inheritance Cycle, #2)	Christopher Paolini	3.94	247284	1387119654s/45978	45978.Eldest
Prince Caspian (Chronicles of Narnia, #2)	C.S. Lewis	3.95	244004	1308814880s/121749	121749.Prince_Caspian
She's Come Undone	Wally Lamb	3.82	243782	1408313457s/5203	5203.She_s_Come_Undone
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change	Stephen R. Covey	3.99	243559	1421842784s/36072	36072.The_7_Habits_of_Highly_Effective_People
Reflected in You (Crossfire, #2)	Sylvia Day	4.34	243542	1452184218s/13596809	13596809-reflected-in-you
Cutting for Stone	Abraham Verghese	4.28	243478	1327931601s/3591262	3591262-cutting-for-stone
The Godfather	Mario Puzo	4.35	242210	1394988109s/22034	22034.The_Godfather
Cat's Cradle	Kurt Vonnegut	4.18	241379	1338951962s/9608	9608.Cat_s_Cradle
The Thorn Birds	Colleen McCullough	4.2	241337	1391416796s/3412	3412.The_Thorn_Birds
Shadow Kiss (Vampire Academy, #3)	Richelle Mead	4.4	240987	1361099049s/2802316	2802316-shadow-kiss
The Tales of Beedle the Bard	J.K. Rowling	4.01	240930	1373467575s/3950967	3950967-the-tales-of-beedle-the-bard
22.11.63	Stephen King	4.27	240267	1359817262s/17314582	17314582-22-11-63
11/22/63	Stephen King	4.27	240267	1327876792s/10644930	10644930-11-22-63
I Am Number Four (Lorien Legacies, #1)	Pittacus Lore	3.94	239741	1305807140s/7747374	7747374-i-am-number-four
Soy el NÃƒÂºmero Cuatro (Legados de Lorien, #1)	Pittacus Lore	3.94	239741	1299991310s/10229572	10229572-soy-el-n-mero-cuatro
The Subtle Knife (His Dark Materials, #2)	Philip Pullman	4.09	239507	1451271814s/119324	119324.The_Subtle_Knife
Wie ein Licht in der Nacht	Nicholas Sparks	4.18	239178	1448745165s/17455335	17455335-wie-ein-licht-in-der-nacht
Safe Haven	Nicholas Sparks	4.18	239178	1284525572s/9301250	9301250-safe-haven
I Know Why the Caged Bird Sings	Maya Angelou	4.16	236636	1327957927s/13214	13214.I_Know_Why_the_Caged_Bird_Sings
The Iliad	Homer	3.81	236576	1388188509s/1371	1371.The_Iliad
The Iliad of Homer	Homer	3.81	236576	1344674047s/11054461	11054461-the-iliad-of-homer
Goodnight Moon	Margaret Wise Brown	4.26	236205	1439223893s/32929	32929.Goodnight_Moon
I Know This Much Is True	Wally Lamb	4.16	235240	1373532198s/227711	227711.I_Know_This_Much_Is_True
Good in Bed (Cannie Shapiro, #1)	Jennifer Weiner	3.69	235183	1327936464s/14748	14748.Good_in_Bed
The Fountainhead	Ayn Rand	3.83	234010	1439666712s/2122	2122.The_Fountainhead
How to Win Friends and Influence People	Dale Carnegie	4.09	233581	1442726934s/4865	4865.How_to_Win_Friends_and_Influence_People
Anna and the French Kiss (Anna and the French Kiss, #1)	Stephanie Perkins	4.11	232297	1358271931s/6936382	6936382-anna-and-the-french-kiss
Un beso en ParÃƒÂ­s (Un beso en ParÃƒÂ­s, #1)	Stephanie Perkins	4.11	232297	1338018297s/14592695	14592695-un-beso-en-par-s
Othello	William Shakespeare	3.87	231701	1459795105s/12996	12996.Othello
Othello (The Arden Shakespeare: Third Series)	William Shakespeare	3.87	231701	1317068763s/332492	332492.Othello
Stardust	Neil Gaiman	4.05	231573	1459127484s/16793	16793.Stardust
The Rosie Project	Graeme Simsion	4	231135	1423244635s/20424191	20424191-the-rosie-project
The Rosie Project (Don Tillman #1)	Graeme Simsion	4	231135	1390506811s/20561643	20561643-the-rosie-project
The Rosie Project (Don Tillman, #1)	Graeme Simsion	4	231135	1371651741s/16181775	16181775-the-rosie-project
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back	Todd Burpo	4.01	228436	1348467278s/7933292	7933292-heaven-is-for-real
The Eye of the World (Wheel of Time, #1)	Robert Jordan	4.16	227548	1337818095s/228665	228665.The_Eye_of_the_World
Oh, The Places You'll Go!	Dr. Seuss	4.33	227259	1421708635s/191139	191139.Oh_The_Places_You_ll_Go_
How the Grinch Stole Christmas!	Dr. Seuss	4.35	226665	1327958149s/113946	113946.How_the_Grinch_Stole_Christmas_
Island of the Blue Dolphins (Island of the Blue Dolphins, #1)	Scott O'Dell	3.78	226197	1418516281s/233818	233818.Island_of_the_Blue_Dolphins
White Oleander	Janet Fitch	3.91	225974	1390364843s/32234	32234.White_Oleander
Blood Promise (Vampire Academy, #4)	Richelle Mead	4.36	225055	1442530605s/5996153	5996153-blood-promise
A Prayer for Owen Meany	John Irving	4.22	224776	1260470010s/4473	4473.A_Prayer_for_Owen_Meany
